k,p,member,base,difference,additive,multiplicative,exponential_E1,exponential_E2,K_pure,K_royal_addition,K_royal_flat
7475,180729581,180729581,180657229,72352,180657229 + 72229 + 109 + 7 + 5 + 2,180657229 + (34849*2) + (829*3) + (17*7) + 19 + 13 + 11 + 5,180657229 + (199^2) + (19^3) + (7^5) + (197*17) + (193*13) + 2089 + 829 + 191 + 107 + 11,180657229 + (199^2) + (7^5) + (19^3) + (197*17) + (193*13) + 2089 + 829 + 191 + 107 + 11,2,2,2
7475,180729581,180729583,180729581,2,180729581 + 2,,,,,,
7475,180729581,180729587,180729581,6,180729581 + (2*3),,,,,,
7475,180729581,180729589,180729587,2,180729587 + 2,,,,,,
7476,180759191,180759191,180729589,29602,180729589 + 25309 + 3469 + 821 + 3,180729589 + (13009*2) + (829*3) + (199*5) + (13*7) + 11,180729589 + (109^2) + (19^3) + (2089*5) + (17*11) + 107 + 103 + 13 + 7,180729589 + (7^5) + (109^2) + (199*3) + 197 + 107 + 13,4,4,4
7476,180759191,180759193,180759191,2,180759191 + 2,,,,,,
7476,180759191,180759197,180759191,6,180759191 + (2*3),,,,,,
7476,180759191,180759199,180759197,2,180759197 + 2,,,,,,
7477,180764321,180764321,180759199,5122,180759199 + 3469 + 1489 + 109 + 19 + 17 + (2*7) + 5,180759199 + (2089*2) + (199*3) + (19*17) + 13 + 11,180759199 + (19^2) + (13^3) + (199*7) + (191*5) + 109 + 107,180759199 + (17^3) + (5^2) + (11*7) + 107,2,2,2
7477,180764321,180764323,180764321,2,180764321 + 2,,,,,,
7477,180764321,180764327,180764321,6,180764321 + (2*3),,,,,,
7477,180764321,180764329,180764327,2,180764327 + 2,,,,,,
7478,180765281,180765281,180764329,952,180764329 + 829 + 109 + 7 + 5 + 2,180764329 + (199*3) + (109*2) + (17*7) + 13 + 5,180764329 + (19^2) + (7^3) + (11*5) + 193,180764329 + (19^2) + (7^3) + (11*5) + 193,4,3,3
7478,180765281,180765283,180765281,2,180765281 + 2,,,,,,
7478,180765281,180765287,180765281,6,180765281 + (2*3),,,,,,
7478,180765281,180765289,180765287,2,180765287 + 2,,,,,,
7479,180842111,180842111,180765289,76822,180765289 + 72229 + 3469 + 829 + 197 + 19 + 17 + 13 + 11 + (5*7) + 3,180765289 + (34849*2) + (2089*3) + (109*5) + (19*11) + 103,180765289 + (199^2) + (19^3) + (7^5) + (829*13) + (197*11) + 193 + 191 + 109 + 101 + 17,180765289 + (199^2) + (7^5) + (19^3) + (829*13) + (197*11) + 193 + 191 + 109 + 101 + 17,4,4,4
7479,180842111,180842113,180842111,2,180842111 + 2,,,,,,
7479,180842111,180842117,180842111,6,180842111 + (2*3),,,,,,
7479,180842111,180842119,180842117,2,180842117 + 2,,,,,,
7480,180853241,180853241,180842119,11122,180842119 + 9439 + 1489 + 191 + 3,180842119 + (3469*3) + (199*2) + (19*11) + (13*7) + 17,180842119 + (103^2) + (5^3) + (17*7) + (13*11) + 107 + 19,180842119 + (103^2) + (3^5) + (19*7) + 109 + 17 + 11,4,4,4
7480,180853241,180853243,180853241,2,180853241 + 2,,,,,,
7480,180853241,180853247,180853241,6,180853241 + (2*3),,,,,,
7480,180853241,180853249,180853247,2,180853247 + 2,,,,,,
7481,180929711,180929711,180853249,76462,180853249 + 72229 + 3469 + 199 + 197 + 193 + 109 + 19 + 17 + 13 + 7 + 5 + 3 + 2,180853249 + (34849*2) + (2089*3) + (19*17) + (13*5) + 109,180853249 + (199^2) + (19^3) + (7^5) + (829*13) + (191*11) + 197 + 103 + 17,180853249 + (199^2) + (7^5) + (19^3) + (829*13) + (191*11) + 197 + 103 + 17,4,4,4
7481,180929711,180929713,180929711,2,180929711 + 2,,,,,,
7481,180929711,180929717,180929711,6,180929711 + (2*3),,,,,,
7481,180929711,180929719,180929717,2,180929717 + 2,,,,,,
7482,180985991,180985991,180929719,56272,180929719 + 55339 + 829 + 101 + 3,180929719 + (25309*2) + (1879*3) + 17,180929719 + (199^2) + (19^3) + (1879*5) + (17*11) + 109 + 101 + 13 + 7,180929719 + (199^2) + (19^3) + (1879*5) + (17*11) + 109 + 101 + 13 + 7,4,4,4
7482,180985991,180985993,180985991,2,180985991 + 2,,,,,,
7482,180985991,180985997,180985991,6,180985991 + (2*3),,,,,,
7482,180985991,180985999,180985997,2,180985997 + 2,,,,,,
7483,181007831,181007831,180985999,21832,180985999 + 21019 + 199 + 197 + 193 + 191 + 19 + 7 + 5 + 2,180985999 + (9439*2) + (829*3) + (19*17) + (7*5) + 109,180985999 + (109^2) + (19^3) + (199*13) + (101*5),180985999 + (7^5) + (17^3) + 101 + 11,2,2,2
7483,181007831,181007833,181007831,2,181007831 + 2,,,,,,
7483,181007831,181007837,181007831,6,181007831 + (2*3),,,,,,
7483,181007831,181007839,181007837,2,181007837 + 2,,,,,,
7484,181009391,181009391,181007839,1552,181007839 + 1489 + 19 + 17 + 13 + 7 + 5 + 2,181007839 + (199*7) + (19*5) + (17*3) + 13,181007839 + (19^2) + (7^3) + (109*5) + (17*11) + 103 + 13,181007839 + (11^3) + (13^2) + (7*5) + 17,8,5,4
7484,181009391,181009393,181009391,2,181009391 + 2,,,,,,
7484,181009391,181009397,181009391,6,181009391 + (2*3),,,,,,
7484,181009391,181009399,181009397,2,181009397 + 2,,,,,,
7485,181010651,181010651,181009399,1252,181009399 + 829 + 199 + 197 + 19 + 5 + 3,181009399 + (199*5) + (109*2) + (13*3),181009399 + (19^2) + (7^3) + (107*5) + 13,181009399 + (19^2) + (7^3) + (107*5) + 13,6,5,4
7485,181010651,181010653,181010651,2,181010651 + 2,,,,,,
7485,181010651,181010657,181010651,6,181010651 + (2*3),,,,,,
7485,181010651,181010659,181010657,2,181010657 + 2,,,,,,
7486,181049831,181049831,181010659,39172,181010659 + 34849 + 3469 + 829 + 19 + (2*3),181010659 + (19429*2) + (103*3) + 5,181010659 + (197^2) + (5^3) + 199 + 19 + 13 + 7,181010659 + (197^2) + (3^5) + 109 + 11,4,4,4
7486,181049831,181049833,181049831,2,181049831 + 2,,,,,,
7486,181049831,181049837,181049831,6,181049831 + (2*3),,,,,,
7486,181049831,181049839,181049837,2,181049837 + 2,,,,,,
7487,181105031,181105031,181049839,55192,181049839 + 51349 + 3469 + 199 + 109 + 19 + 17 + 13 + 7 + 5 + 3 + 2,181049839 + (25309*2) + (1489*3) + (13*7) + 11 + 5,181049839 + (199^2) + (19^3) + (1489*5) + (109*7) + (17*13) + 191 + 101 + 11,181049839 + (199^2) + (19^3) + (1489*5) + (109*7) + (17*13) + 191 + 101 + 11,4,4,4
7487,181105031,181105033,181105031,2,181105031 + 2,,,,,,
7487,181105031,181105037,181105031,6,181105031 + (2*3),,,,,,
7487,181105031,181105039,181105037,2,181105037 + 2,,,,,,
7488,181121651,181121651,181105039,16612,181105039 + 16069 + 199 + 197 + 109 + (5*7) + 3,181105039 + (5659*2) + (1489*3) + (109*5) + (19*13) + 17 + 11 + 7,181105039 + (109^2) + (13^3) + (199*11) + 197 + 107 + 19 + 17 + 5,181105039 + (109^2) + (13^3) + (199*11) + 197 + 107 + 19 + 17 + 5,6,5,4
7488,181121651,181121653,181121651,2,181121651 + 2,,,,,,
7488,181121651,181121657,181121651,6,181121651 + (2*3),,,,,,
7488,181121651,181121659,181121657,2,181121657 + 2,,,,,,
7489,181126241,181126241,181121659,4582,181121659 + 3469 + 829 + 199 + 19 + 17 + 11 + (5*7) + 3,181121659 + (2089*2) + (109*3) + (11*7),181121659 + (19^2) + (13^3) + (199*7) + (101*5) + 109 + 17,181121659 + (13^3) + (2^11) + (19*7) + 199 + 5,4,4,4
7489,181126241,181126243,181126241,2,181126241 + 2,,,,,,
7489,181126241,181126247,181126241,6,181126241 + (2*3),,,,,,
7489,181126241,181126249,181126247,2,181126247 + 2,,,,,,
7490,181141481,181141481,181126249,15232,181126249 + 13009 + 2089 + 109 + 19 + (2*3),181126249 + (5659*2) + (829*3) + (199*5) + (19*17) + 109,181126249 + (109^2) + (13^3) + (191*5) + (11*7) + 103 + 19,181126249 + (109^2) + (13^3) + (191*5) + (11*7) + 103 + 19,6,5,4
7490,181141481,181141483,181141481,2,181141481 + 2,,,,,,
7490,181141481,181141487,181141481,6,181141481 + (2*3),,,,,,
7490,181141481,181141489,181141487,2,181141487 + 2,,,,,,
7491,181151231,181151231,181141489,9742,181141489 + 9439 + 199 + 101 + 3,181141489 + (3469*2) + (829*3) + (19*11) + (13*7) + 17,181141489 + (19^3) + (17^2) + (199*13) + 7,181141489 + (2^13) + (11^3) + (19*5) + 107 + 17,4,4,4
7491,181151231,181151233,181151231,2,181151231 + 2,,,,,,
7491,181151231,181151237,181151231,6,181151231 + (2*3),,,,,,
7491,181151231,181151239,181151237,2,181151237 + 2,,,,,,
7492,181163621,181163621,181151239,12382,181151239 + 9439 + 2089 + 829 + 19 + (2*3),181151239 + (5659*2) + (199*5) + (17*3) + 11 + 7,181151239 + (109^2) + (7^3) + (11*5) + 103,181151239 + (109^2) + (7^3) + (11*5) + 103,4,4,4
7492,181163621,181163623,181163621,2,181163621 + 2,,,,,,
7492,181163621,181163627,181163621,6,181163621 + (2*3),,,,,,
7492,181163621,181163629,181163627,2,181163627 + 2,,,,,,
7493,181199531,181199531,181163629,35902,181163629 + 34849 + 829 + 199 + 19 + (2*3),181163629 + (16069*2) + (829*3) + (199*5) + (19*13) + 17 + 11 + 7,181163629 + (109^2) + (19^3) + (3259*5) + (107*7) + 101 + 17,181163629 + (7^5) + (109^2) + (17^3) + (19*13) + 827 + 821 + 191 + 103 + 101 + 11,4,4,4
7493,181199531,181199533,181199531,2,181199531 + 2,,,,,,
7493,181199531,181199537,181199531,6,181199531 + (2*3),,,,,,
7493,181199531,181199539,181199537,2,181199537 + 2,,,,,,
7494,181202051,181202051,181199539,2512,181199539 + 2089 + 199 + 197 + 19 + 5 + 3,181199539 + (829*3) + (7*2) + 11,181199539 + (19^2) + (11^3) + (103*5) + (13*7) + 197 + 17,181199539 + (13^3) + (17^2) + 19 + 7,4,4,4
7494,181202051,181202053,181202051,2,181202051 + 2,,,,,,
7494,181202051,181202057,181202051,6,181202051 + (2*3),,,,,,
7494,181202051,181202059,181202057,2,181202057 + 2,,,,,,
7495,181239131,181239131,181202059,37072,181202059 + 34849 + 2089 + 109 + 19 + (2*3),181202059 + (18049*2) + (199*3) + (19*13) + (17*7) + 11,181202059 + (191^2) + (7^3) + (11*5) + 193,181202059 + (191^2) + (7^3) + (11*5) + 193,2,2,2
7495,181239131,181239133,181239131,2,181239131 + 2,,,,,,
7495,181239131,181239137,181239131,6,181239131 + (2*3),,,,,,
7495,181239131,181239139,181239137,2,181239137 + 2,,,,,,
7496,181278521,181278521,181239139,39382,181239139 + 34849 + 3469 + 829 + 199 + 19 + 17,181239139 + (19429*2) + (109*3) + (19*5) + (13*7) + 11,181239139 + (197^2) + (7^3) + (19*5) + 107 + 17 + 11,181239139 + (197^2) + (7^3) + (19*5) + 107 + 17 + 11,4,4,4
7496,181278521,181278523,181278521,2,181278521 + 2,,,,,,
7496,181278521,181278527,181278521,6,181278521 + (2*3),,,,,,
7496,181278521,181278529,181278527,2,181278527 + 2,,,,,,
7497,181338581,181338581,181278529,60052,181278529 + 55339 + 3469 + 829 + 199 + 197 + 19,181278529 + (25309*2) + (2089*3) + (199*13) + (109*5) + 17 + 11 + 7,181278529 + (199^2) + (19^3) + (2089*5) + (197*13) + (17*11) + 191 + 107 + 101,181278529 + (199^2) + (7^5) + (13^3) + (101*11) + 197 + 103 + 19 + 17,4,4,4
7497,181338581,181338583,181338581,2,181338581 + 2,,,,,,
7497,181338581,181338587,181338581,6,181338581 + (2*3),,,,,,
7497,181338581,181338589,181338587,2,181338587 + 2,,,,,,
7498,181376051,181376051,181338589,37462,181338589 + 34849 + 2089 + 199 + 197 + 109 + 19,181338589 + (18049*2) + (199*5) + (107*3) + 17 + 13 + 11 + 7,181338589 + (193^2) + (19*7) + (17*3) + 13 + 11 + 5,181338589 + (193^2) + (19*7) + (17*3) + 13 + 11 + 5,2,2,2
7498,181376051,181376053,181376051,2,181376051 + 2,,,,,,
7498,181376051,181376057,181376051,6,181376051 + (2*3),,,,,,
7498,181376051,181376059,181376057,2,181376057 + 2,,,,,,
7499,181431401,181431401,181376059,55342,181376059 + 55339 + 3,181376059 + (25309*2) + (1489*3) + (19*11) + (7*5) + 13,181376059 + (199^2) + (19^3) + (1489*5) + (109*11) + 107 + 101 + 17 + 13,181376059 + (199^2) + (19^3) + (1489*5) + (109*11) + 107 + 101 + 17 + 13,2,2,2
7499,181431401,181431403,181431401,2,181431401 + 2,,,,,,
7499,181431401,181431407,181431401,6,181431401 + (2*3),,,,,,
7499,181431401,181431409,181431407,2,181431407 + 2,,,,,,
7500,181431821,181431821,181431409,412,181431409 + 199 + 197 + 13 + 3,181431409 + (199*2) + 11 + 3,181431409 + (19^2) + (17*3),181431409 + (19^2) + (17*3),4,4,3
7500,181431821,181431823,181431821,2,181431821 + 2,,,,,,
7500,181431821,181431827,181431821,6,181431821 + (2*3),,,,,,
7500,181431821,181431829,181431827,2,181431827 + 2,,,,,,
7501,181469801,181469801,181431829,37972,181431829 + 34849 + 2089 + 829 + 199 + (2*3),181431829 + (18919*2) + (19*5) + (13*3),181431829 + (193^2) + (7^3) + (17*11) + (13*5) + 109 + 19,181431829 + (193^2) + (7^3) + (17*11) + (13*5) + 109 + 19,4,4,4
7501,181469801,181469803,181469801,2,181469801 + 2,,,,,,
7501,181469801,181469807,181469801,6,181469801 + (2*3),,,,,,
7501,181469801,181469809,181469807,2,181469807 + 2,,,,,,
7502,181521161,181521161,181469809,51352,181469809 + 51349 + 3,181469809 + (25309*2) + (199*3) + (17*7) + 13 + 5,181469809 + (199^2) + (19^3) + (829*5) + (17*13) + 197 + 107 + 103 + 101 + 11 + 7,181469809 + (199^2) + (19^3) + (829*5) + (17*13) + 197 + 107 + 103 + 101 + 11 + 7,2,2,2
7502,181521161,181521163,181521161,2,181521161 + 2,,,,,,
7502,181521161,181521167,181521161,6,181521161 + (2*3),,,,,,
7502,181521161,181521169,181521167,2,181521167 + 2,,,,,,
7503,181546031,181546031,181521169,24862,181521169 + 22279 + 2089 + 199 + 197 + 19 + 17 + 13 + 11 + (5*7) + 3,181521169 + (9439*2) + (1879*3) + (19*17) + 13 + 11,181521169 + (109^2) + (19^3) + (829*7) + (17*5) + 107 + 103 + 13 + 11,181521169 + (7^5) + (19^3) + (17^2) + 199 + 197 + 193 + 191 + 103 + 13 + 11,4,4,4
7503,181546031,181546033,181546031,2,181546031 + 2,,,,,,
7503,181546031,181546037,181546031,6,181546031 + (2*3),,,,,,
7503,181546031,181546039,181546037,2,181546037 + 2,,,,,,
7504,181557611,181557611,181546039,11572,181546039 + 9439 + 2089 + 19 + 17 + 5 + 3,181546039 + (5659*2) + (19*13) + 7,181546039 + (107^2) + (19*5) + 17 + 11,181546039 + (107^2) + (19*5) + 17 + 11,6,5,4
7504,181557611,181557613,181557611,2,181557611 + 2,,,,,,
7504,181557611,181557617,181557611,6,181557611 + (2*3),,,,,,
7504,181557611,181557619,181557617,2,181557617 + 2,,,,,,
7505,181594331,181594331,181557619,36712,181557619 + 34849 + 1489 + 199 + 109 + 19 + 17 + 13 + 7 + 5 + 3 + 2,181557619 + (18049*2) + (199*3) + 17,181557619 + (191^2) + (19*11) + (5*3) + 7,181557619 + (191^2) + (19*11) + (5*3) + 7,2,2,2
7505,181594331,181594333,181594331,2,181594331 + 2,,,,,,
7505,181594331,181594337,181594331,6,181594331 + (2*3),,,,,,
7505,181594331,181594339,181594337,2,181594337 + 2,,,,,,
7506,181595801,181595801,181594339,1462,181594339 + 829 + 199 + 197 + 193 + 19 + 17 + 5 + 3,181594339 + (199*7) + (19*2) + 17 + 11 + 3,181594339 + (19^2) + (7^3) + (107*5) + 199 + 13 + 11,181594339 + (11^3) + (7^2) + (13*5) + 17,8,7,6
7506,181595801,181595803,181595801,2,181595801 + 2,,,,,,
7506,181595801,181595807,181595801,6,181595801 + (2*3),,,,,,
7506,181595801,181595809,181595807,2,181595807 + 2,,,,,,
7507,181611041,181611041,181595809,15232,181595809 + 13009 + 2089 + 109 + 19 + (2*3),181595809 + (5659*2) + (829*3) + (199*5) + (19*17) + 109,181595809 + (109^2) + (13^3) + (191*5) + (11*7) + 103 + 19,181595809 + (109^2) + (13^3) + (191*5) + (11*7) + 103 + 19,6,5,4
7507,181611041,181611043,181611041,2,181611041 + 2,,,,,,
7507,181611041,181611047,181611041,6,181611041 + (2*3),,,,,,
7507,181611041,181611049,181611047,2,181611047 + 2,,,,,,
7508,181676351,181676351,181611049,65302,181611049 + 62989 + 2089 + 199 + 19 + (2*3),181611049 + (31729*2) + (199*7) + (109*3) + 107 + 17,181611049 + (199^2) + (19^3) + (7^5) + (109*11) + 823 + 13,181611049 + (199^2) + (7^5) + (19^3) + (109*11) + 823 + 13,4,4,4
7508,181676351,181676353,181676351,2,181676351 + 2,,,,,,
7508,181676351,181676357,181676351,6,181676351 + (2*3),,,,,,
7508,181676351,181676359,181676357,2,181676357 + 2,,,,,,
7509,181736831,181736831,181676359,60472,181676359 + 55339 + 3469 + 1489 + 109 + 19 + 17 + 13 + 7 + 5 + 3 + 2,181676359 + (25309*2) + (3259*3) + (11*7),181676359 + (199^2) + (19^3) + (2089*5) + (197*7) + (109*17) + 107 + 103 + 101 + 13 + 11,181676359 + (199^2) + (7^5) + (13^3) + (107*11) + 197 + 193 + 191 + 109,4,4,4
7509,181736831,181736833,181736831,2,181736831 + 2,,,,,,
7509,181736831,181736837,181736831,6,181736831 + (2*3),,,,,,
7509,181736831,181736839,181736837,2,181736837 + 2,,,,,,
7510,181752671,181752671,181736839,15832,181736839 + 15737 + 19 + 17 + 13 + 11 + (5*7),181736839 + (5659*2) + (1489*3) + 19 + 17 + 11,181736839 + (109^2) + (13^3) + (199*5) + (19*7) + 197 + 193 + 107 + 101 + 17 + 11,181736839 + (109^2) + (13^3) + (199*5) + (19*7) + 197 + 193 + 107 + 101 + 17 + 11,2,2,2
7510,181752671,181752673,181752671,2,181752671 + 2,,,,,,
7510,181752671,181752677,181752671,6,181752671 + (2*3),,,,,,
7510,181752671,181752679,181752677,2,181752677 + 2,,,,,,
7511,181773281,181773281,181752679,20602,181752679 + 19429 + 829 + 199 + 109 + 19 + 17,181752679 + (9439*2) + (199*7) + (103*3) + 17 + 5,181752679 + (109^2) + (19^3) + (199*7) + (17*13) + (11*5) + 193,181752679 + (7^5) + (13^3) + (19^2) + (101*11) + 109 + 17,4,4,4
7511,181773281,181773283,181773281,2,181773281 + 2,,,,,,
7511,181773281,181773287,181773281,6,181773281 + (2*3),,,,,,
7511,181773281,181773289,181773287,2,181773287 + 2,,,,,,
7512,181774511,181774511,181773289,1222,181773289 + 829 + 199 + 191 + 3,181773289 + (199*5) + (107*2) + 13,181773289 + (19^2) + (7^3) + (101*5) + 13,181773289 + (19^2) + (7^3) + (101*5) + 13,4,4,4
7512,181774511,181774513,181774511,2,181774511 + 2,,,,,,
7512,181774511,181774517,181774511,6,181774511 + (2*3),,,,,,
7512,181774511,181774519,181774517,2,181774517 + 2,,,,,,
7513,181776311,181776311,181774519,1792,181774519 + 1489 + 199 + 101 + 3,181774519 + (829*2) + (19*5) + (13*3),181774519 + (19^2) + (7^3) + (197*5) + 103,181774519 + (11^3) + (17^2) + (13*5) + 107,4,4,4
7513,181776311,181776313,181776311,2,181776311 + 2,,,,,,
7513,181776311,181776317,181776311,6,181776311 + (2*3),,,,,,
7513,181776311,181776319,181776317,2,181776317 + 2,,,,,,
7514,181779881,181779881,181776319,3562,181776319 + 3467 + 19 + 17 + 13 + 11 + (5*7),181776319 + (1489*2) + (193*3) + 5,181776319 + (19^2) + (13^3) + (109*7) + 107 + 101 + 17 + 11 + 5,181776319 + (13^3) + (19^2) + (109*7) + 107 + 101 + 17 + 11 + 5,2,2,2
7514,181779881,181779883,181779881,2,181779881 + 2,,,,,,
7514,181779881,181779887,181779881,6,181779881 + (2*3),,,,,,
7514,181779881,181779889,181779887,2,181779887 + 2,,,,,,
7515,181819271,181819271,181779889,39382,181779889 + 34849 + 3469 + 829 + 199 + 19 + 17,181779889 + (19429*2) + (109*3) + (19*5) + (13*7) + 11,181779889 + (197^2) + (7^3) + (19*5) + 107 + 17 + 11,181779889 + (197^2) + (7^3) + (19*5) + 107 + 17 + 11,4,4,4
7515,181819271,181819273,181819271,2,181819271 + 2,,,,,,
7515,181819271,181819277,181819271,6,181819271 + (2*3),,,,,,
7515,181819271,181819279,181819277,2,181819277 + 2,,,,,,
7516,181845731,181845731,181819279,26452,181819279 + 25309 + 829 + 199 + 109 + (2*3),181819279 + (13009*2) + (109*3) + (13*7) + 11 + 5,181819279 + (109^2) + (19^3) + (1489*5) + (13*11) + 107 + 17,181819279 + (7^5) + (2^13) + (11^3) + 103 + 19,4,4,4
7516,181845731,181845733,181845731,2,181845731 + 2,,,,,,
7516,181845731,181845737,181845731,6,181845731 + (2*3),,,,,,
7516,181845731,181845739,181845737,2,181845737 + 2,,,,,,
7517,181877021,181877021,181845739,31282,181845739 + 25309 + 5659 + 199 + 109 + (2*3),181845739 + (15641*2),181845739 + (109^2) + (19^3) + (2089*5) + (199*7) + (17*11) + 193 + 107 + 103 + 101 + 13,181845739 + (7^5) + (109^2) + (13^3) + (17*11) + 191 + 19,4,4,4
7517,181877021,181877023,181877021,2,181877021 + 2,,,,,,
7517,181877021,181877027,181877021,6,181877021 + (2*3),,,,,,
7517,181877021,181877029,181877027,2,181877027 + 2,,,,,,
7518,181933481,181933481,181877029,56452,181877029 + 55339 + 829 + 199 + 19 + 17 + 11 + (5*7) + 3,181877029 + (25309*2) + (1879*3) + (19*5) + (13*7) + 11,181877029 + (199^2) + (19^3) + (1879*5) + (17*11) + (13*7) + 109 + 107 + 103,181877029 + (199^2) + (7^5) + 17 + 13 + 11 + 3,4,4,4
7518,181933481,181933483,181933481,2,181933481 + 2,,,,,,
7518,181933481,181933487,181933481,6,181933481 + (2*3),,,,,,
7518,181933481,181933489,181933487,2,181933487 + 2,,,,,,
7519,182071451,182071451,181933489,137962,181933489 + 135469 + 2089 + 199 + 197 + 5 + 3,181933489 + (67219*2) + (829*3) + (109*7) + (19*11) + (13*5),181933489 + (199^2) + (19^3) + (7^5) + (5659*13) + (101*11) + 17,181933489 + (2^17) + (19^3) + 13 + 11 + 7,4,3,3
7519,182071451,182071453,182071451,2,182071451 + 2,,,,,,
7519,182071451,182071457,182071451,6,182071451 + (2*3),,,,,,
7519,182071451,182071459,182071457,2,182071457 + 2,,,,,,
7520,182100461,182100461,182071459,29002,182071459 + 25309 + 3469 + 199 + 19 + (2*3),182071459 + (13009*2) + (829*3) + (19*17) + (13*5) + 109,182071459 + (109^2) + (19^3) + (1879*5) + (107*7) + 101 + 17,182071459 + (7^5) + (109^2) + (101*3) + 11,4,4,4
7520,182100461,182100463,182100461,2,182100461 + 2,,,,,,
7520,182100461,182100467,182100461,6,182100461 + (2*3),,,,,,
7520,182100461,182100469,182100467,2,182100467 + 2,,,,,,
7521,182120291,182120291,182100469,19822,182100469 + 19429 + 199 + 191 + 3,182100469 + (9439*2) + (199*3) + (19*17) + 13 + 11,182100469 + (109^2) + (19^3) + (191*5) + 107 + 13 + 7,182100469 + (7^5) + (13^3) + (17^2) + 199 + 197 + 103 + 19 + 11,4,4,4
7521,182120291,182120293,182120291,2,182120291 + 2,,,,,,
7521,182120291,182120297,182120291,6,182120291 + (2*3),,,,,,
7521,182120291,182120299,182120297,2,182120297 + 2,,,,,,
7522,182186351,182186351,182120299,66052,182120299 + 62989 + 2089 + 829 + 109 + 19 + 17,182120299 + (31729*2) + (829*3) + (13*7) + 11 + 5,182120299 + (199^2) + (19^3) + (7^5) + (197*11) + (17*13) + 193 + 103 + 101,182120299 + (199^2) + (7^5) + (19^3) + (197*11) + (17*13) + 193 + 103 + 101,2,2,2
7522,182186351,182186353,182186351,2,182186351 + 2,,,,,,
7522,182186351,182186357,182186351,6,182186351 + (2*3),,,,,,
